ticker,company,company_cn,type,date,shares,price_hkd,size_hkdm,sponsors,others,prospectus_url
"1957","MBV International Limited","南華金融集團","Global offering","16/03/2020","157000000","0.88","138.16","South China Capital","TD King Capital; Nobleseed Securities; Sunfund; Tiger Faith Securities; China Securities; Fulbright Securities; Plutus Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0316/2020031600007.pdf"
"1183","MECOM Power and Construction Limited","澳能建設控股有限公司","Global offering","01/02/2018","300000000","1.25","375","Innovax","Sinolink Securities; Sinomax Securities; Yuanta Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0201/ltn20180201015.pdf"
"2230","Medialink Group Limited","羚邦集團有限公司","Global offering","30/04/2019","498000000","0.53","263.94","Guotai Junan","China Industrial Securities; Ever-Long Securities; Tongfang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0430/ltn20190430063.pdf"
"2159","Mediwelcome Healthcare Management & Technology Inc.","麥迪衛康健康醫療管理科技股份有限公司","Global offering","31/12/2020","50000000","4","200","CEB","Aristo Securities; BOCOM; CMB; SPDB; Ruibang Securities; Wonderland International Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1231/2020123100137.pdf"
"2192","Medlive Technology Co., Ltd.","醫脈通科技有限公司","Global offering","30/06/2021","155096000","27.2","4218.6112","Goldman Sachs; Haitong","CICC","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0630/2021063000106.htm"
"2415","MedSci Healthcare Holdings Limited","梅斯健康控股有限公司","Global offering","17/04/2023","66789000","10.16","678.57624","CICC; Macquarie","CCB; Haitong; Essence; Dragonstone Capital Management; CEB; First Shanghai; First Capital; Zhongtai; Futu; uSmart Securities; Silverbricks Securities; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0417/2023041700009.pdf"
"3880","Medtide Inc.","泰德醫藥股份有限公司","Global offering","20/06/2025","16800000","30.6","514.08","Morgan Stanley; CITIC","CEB; Prime Securities; Soochow; Aristo Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0620/2025062000021.pdf"
"6667","Mega Genomics Limited","美因基因有限公司","Global offering","10/06/2022","11961800","22","263.1596","China Securities","CMB; Zhongtai; Futu; Tiger Brokers; Livermore Holdings; Guotai Junan","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0610/2022061000015.pdf"
"6939","MEGAIN Holding (Cayman) Co., Ltd.","美佳音控股有限公司","Global offering","18/03/2021","125000000","0.01","","CMB","Yuan Tong Global Securities; CCB; Haitong; BOCOM; Dongxing; Glory Sun Securities; China Sky Securities; Fulbright Securities; Grand View Securities; Ever-Long Securities; Venture Smart Asia; Lego; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0318/2021031800013.pdf"
"1947","Meihao Medical Group Co., Ltd.","美皓醫療集團有限公司","Global offering","30/11/2022","150000000","1","150","Innovax; Sinolink Securities","WE Securities; Guotai Junan; CCB; CMB; Tiger Brokers; CSFG International Securities; HGNH International Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1130/2022113000017.pdf"
"1357","Meitu, Inc.","美圖公司","Global offering","05/12/2016","574000000","9.6","5510.4","Morgan Stanley; Credit Suisse; CMB","CCB; UBS; GF Securities; Head & Shoulders Securities; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1205/ltn20161205011.pdf"
"3690","Meituan Dianping","美團控股有限公司","Global offering","07/09/2018","480268500","72","34579.332","Goldman Sachs; Morgan Stanley; Bank of America","China Renaissance; UBS; CMB; ICBC; ABCI; BOCOM; Haitong; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0907/ltn20180907011.pdf"
"1629","Mengke Holdings Limited","盟科控股有限公司","Global offering","15/11/2016","125000000","0.7","87.5","RaffAello","First Shanghai","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1115/ltn20161115037.pdf"
"2605","MetaLight Inc.","美達凱控股有限公司","Global offering","02/06/2025","24856000","9.75","242.346","CICC","CMB; ABCI; CCB; Patrons Securities; SBI; Fosun; Bank of China; Futu; Tiger Brokers; Tiger Faith Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0602/2025060200008.pdf"
"2160","MicroPort CardioFlow Medtech Corporation","微创心通医疗科技有限公司","Global offering","26/01/2021","205620000","12.2","2508.564","Citi; CICC","","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0126/2021012600015.pdf"
"2172","MicroPort NeuroTech Limited","微創腦科學有限公司","Global offering","29/06/2022","13700000","24.64","337.568","CICC","Futu; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0629/2022062900221.pdf"
"2235","MicroTech Medical (Hangzhou) Co., Ltd.","微泰醫療器械（杭州）股份有限公司","Global offering","06/10/2021","63529500","31.15","1978.943925","Goldman Sachs; CICC","CITIC","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1006/2021100600007.pdf"
"1985","Microware Group Limited","美高域集團有限公司","Global offering","24/02/2017","60000000","1.46","87.6","Innovax","Sinolink Securities; Gransing Securities; Convoy Investment Services; Alliance Capital Partners; CNI Securities Group; Head & Shoulders Securities; Telecom Digital Securities; Paul Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0224/ltn20170224019.pdf"
"300","Midea Group Co., Ltd.","美的集團股份有限公司","Global offering","09/09/2024","492135100","54.8","26969.00348","CICC; Bank of America","UBS; CITIC; Goldman Sachs; Huatai; GF Securities; CMB; BNP Paribas; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0909/2024090900005.pdf"
"3990","Midea Real Estate Holding Limited","美的置業控股有限公司","Global offering","28/09/2018","180000000","21.5","3870","BNP Paribas; CITIC","CICC; Morgan Stanley; ABCI; Bank of China; CCB; CEB; CMB; DBS; First Shanghai; Guotai Junan; Haitong; ICBC; SR Wealth Securities; Pacific Foundation Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0928/ltn20180928061.pdf"
"9879","Migao Group Holdings Limited","米高集團控股有限公司","Global offering","13/03/2024","225000000","4.3","967.5","GF Securities","CMB; Essence; ABCI; CEB; Soochow; Shenwan Hongyuan; Orient Securities; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0313/2024031300019.pdf"
"1715","MIJI International Holdings Limited","米技國際控股有限公司","Global offering","29/06/2018","375000000","0.36","135","Dakin","Koala Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0629/ltn20180629033.pdf"
"1667","Milestone Builder Holdings Limited","進階發展集團有限公司","Global offering","22/03/2017","200000000","0.6","120","Ample","Wealth Link Securities; Opus Capital; Aristo Securities; Convoy Investment Services; Head & Shoulders Securities; Quam; Odysseus Capital Asia","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0322/ltn20170322039.pdf"
"2892","Million Cities Holdings Limited","萬城控股有限公司","Global offering","10/12/2018","187500000","1.33","249.375","CEB","ABCI","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1210/ltn20181210057.pdf"
"1897","Million Hope Industries Holdings Limited","美亨實業控股有限公司","Global offering","27/02/2019","","","","VMS Securities","","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0227/ltn20190227828.pdf"
"909","Ming Yuan Cloud Group Holdings Limited","明源雲集團控股有限公司","Global offering","15/09/2020","374204000","16.5","6174.366","CICC; Citi","CMB; Futu; GF Securities; Haitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0915/2020091500029.pdf"
"2431","Minieye Technology Co., Ltd.","深圳佑駕創新科技股份有限公司","Global offering","17/12/2024","39190000","20.2","791.638","CITIC; CICC","SBI; ABCI; Bank of China; CMB; Futu; Phillip Securities; Shenwan Hongyuan; SPDB; Tiger Brokers; Fosun; Patrons Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1217/2024121700015.pdf"
"9896","MINISO Group Holding Limited","名創優品集團控股有限公司","Global offering","30/06/2022","41100000","22.1","908.31","Bank of America; Haitong; UBS","Futu; GF Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0630/2022063000039.pdf"
"1569","Minsheng Education Group Company Limited","民生教育集團有限公司","Global offering","10/03/2017","1000000000","1.52","1520","Citi; Macquarie","Southwest Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0310/ltn20170310005.pdf"
"2629","Mirxes Holding Company Limited","覓瑞控股有限公司","Global offering","15/05/2025","46620000","23.3","1086.246","CICC; CCB","CMB; Soochow; Livermore Holdings; BOCOM; Platinum Broking; Waton Securities International; Alpha Win Capital; Imperium International Securities; KINGKEY SECURITIES GROUP; Yuen Meta (International) Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0515/2025051500021.pdf"
"2097","MIXUE Group","蜜雪冰城股份有限公司","Global offering","21/02/2025","17059900","202.5","3454.62975","Bank of America; Goldman Sachs; UBS","CICC; Huatai; ICBC; GF Securities; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0221/2025022100009.pdf"
"1860","Mobvista Inc.","匯量科技有限公司","Global offering","30/11/2018","318867000","5.1","1626.2217","UBS; CMB","CCB; Haitong; China Industrial Securities; SPDB","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1130/ltn20181130021.pdf"
"2438","Mobvoi Inc.","出門問問有限公司","Global offering","16/04/2024","84568000","4.1","346.7287999999999","CICC; CMB","Shenwan Hongyuan; Haitong; Zhongtai; ICBC; China Galaxy; SPDB; BOCOM; Futu; Tiger Brokers; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0416/2024041600025.pdf"
"1643","Modern Chinese Medicine Group Co., Ltd.","現代中藥集團有限公司","Global offering","31/12/2020","150000000","1.47","220.5","Soochow","Wealth Link Securities; SPDB; BOCOM; Yue Xiu; Shanxi Securities; Shenwan Hongyuan; Elstone; DL Securities; Forthright Securities; CNI Securities Group; Fuyuan Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1231/2020123100103.pdf"
"3600","Modern Dental Group Limited","現代牙科集團有限公司","Global offering","03/12/2015","250000000","4.9","1225","Deutsche Bank","CIMB Securities; ING; Mizuho","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1203/ltn20151203011.pdf"
"1942","MOG Holdings Limited","茂宏控股有限公司","Global offering","27/03/2020","125000000","1.2","150","Zhongtai","Livermore Holdings; SPDB; Valuable Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0327/2020032701535.pdf"
"2585","Mokingran Jewellery Group Co., Ltd.","夢金園黃金珠寶集團股份有限公司","Global offering","21/11/2024","43956800","14.4","632.97792","CITIC","ABCI; CEB; Futu; ICBC","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1121/2024112100017.pdf"
"2155","Morimatsu International Holdings Company Limited","森松國際控股有限公司","Global offering","26/02/2021","250000000","3.92","980","Sinolink Securities; Mizuho","BOCOM","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0226/2021022600027.pdf"
"1575","Morris Holdings Limited","慕容控股有限公司","Global offering","30/12/2016","250000000","1.31","327.5","Sinolink Securities","China Galaxy; Innovax; Gransing Securities; Convoy Investment Services; BMI Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1230/ltn20161230031.pdf"
"1653","MOS House Group Limited","","Global offering","28/09/2018","500000000","0.25","125","Ample","Alpha Financial Group; AFG Securities; China-Hong Kong Link Securities; Run Investment Services; RaffAello; Eddid; Global Mastermind Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0928/ltn20180928043.pdf"
"1716","Most Kwai Chung Limited","毛記葵涌有限公司","Global offering","16/03/2018","67500000","1.2","81","Ever-Long Securities","Chief Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0316/ltn20180316011.pdf"
"1451","MS Group Holdings Limited","萬成集團股份有限公司","Global offering","21/05/2018","50000000","1.36","68","First Shanghai","","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0521/ltn20180521013.pdf"
"2350","MTT Group Holdings Limited","數科集團控股有限公司","Global offering","13/09/2022","156250000","0.86","134.375","Innovax","China PA Securities; Canfield Securities; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0913/2022091300021.pdf"
"1817","Mulsanne Group Holding Limited","慕尚集團控股有限公司","Global offering","15/05/2019","200000000","5.88","1176","Credit Suisse; Citi; CMB","Haitong; China Industrial Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0515/ltn20190515019.pdf"
"1982","Nameson Holdings Limited","南旋控股有限公司","Global offering","30/03/2016","500000000","1.33","665","CITIC","Mizuho","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0330/ltn20160330141.pdf"
"1617","Nanfang Communication Holdings Limited","南方通信控股有限公司","Global offering","30/11/2016","280000000","1.1","308","Guotai Junan","","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1130/ltn20161130019.htm"
"2610","Nanshan Aluminium International Holdings Limited","南山鋁業國際控股有限公司","Global offering","17/03/2025","88235300","26.6","2347.05898","Huatai","CMB; China Galaxy; CICC; CITIC; Daiwa; DBS; ICBC; United Overseas Bank; Bank of China; Futu; Phillip Securities; Tiger Brokers; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0317/2025031700019.pdf"
"1837","Natural Food International Holding Limited","五谷磨房食品國際控股有限公司","Global offering","29/11/2018","421000000","2.1","884.1","CICC; CMB","Haitong; Bluestone Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1129/ltn20181129011.pdf"
"2150","Nayuki Holdings Limited","奈雪的茶控股有限公司","Global offering","18/06/2021","257269000","19.8","5093.9262","CMB; Huatai","Haitong; ABCI; BOCOM; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0618/2021061800009.pdf"
"9999","NetEase, Inc.","網易公司","Global offering","02/06/2020","171480000","126","21606.48","Credit Suisse","ABCI; Bank of China; CCB; Citi; CMB; Huatai; ICBC; UBS","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0602/2020060200009.pdf"
"2131","Netjoy Holdings Limited","本公告由云想科技控股有限公司","Global offering","07/12/2020","200000000","7.08","1416","Haitong","DBS; China Galaxy; China Securities; BOCOM; Bank of China; Futu; SBI","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1207/2020120700019.htm"
"9616","Neusoft Education Technology Co. Limited","東軟教育科技有限公司","Global offering","17/09/2020","166667200","6.22","1036.669984","CITIC","CICC; Haitong; Essence; GF Securities; First Shanghai; China Galaxy; SPDB","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0917/2020091700033.pdf"
"9686","Neusoft Xikang Holdings Inc.","東軟熙康控股有限公司","Global offering","18/09/2023","133805500","5.91","790.790505","CICC","Valuable Capital; Daiwa; Bank of China; Futu; China Galaxy; GF Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0918/2023091800017.pdf"
"1518","New Century Healthcare Holding Co. Limited","新世紀醫療控股有限公司","Global offering","30/12/2016","120000000","8.36","1003.1999999999999","Bank of America; CICC","Bank of China; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1230/ltn20161230039.pdf"
"2221","New Concepts Holdings Limited","創業集團","Global offering","04/09/2014","100000000","0.9","90","Halcyon","Convoy Investment Services; Great Roc Capital Securities; Investec Capital Asia; Shenyin Wanguo Capital (H.K.); Tung Shing Securities (Brokers)","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0904/ltn20140904017.pdf"
"805","New Gonow Recreational Vehicles Inc.","新吉奧房車有限公司","Global offering","31/12/2024","240000000","1.64","393.6","Huatai","CITIC; CMB; Bank of China; Shenwan Hongyuan; First Shanghai; Fosun; I Win Securities; Livermore Holdings; Wanhai Securities; Winbull Securities International","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1231/2024123100017.pdf"
"3658","New Hope Service Holdings Limited","新希望服務控股有限公司","Global offering","11/05/2021","200000000","4.7","940","ABCI","Haitong; CMB; CITIC; Fortune; CEB; Futu; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0511/2021051100021.pdf"
"6606","New Horizon Health Limited","諾輝健康科技有限公司","Global offering","05/02/2021","76598000","26.66","2042.10268","Goldman Sachs; UBS","Haitong; Bank of China; China Industrial Securities; Daiwa; VMS Securities; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0205/2021020500017.pdf"
